# Object 1
0, 0
# Object 2
0, 0
# Object 3
0, 0
# Object 4
0, 0
# Object 5
0, 0
# Object 6
0, 0
# Object 7
0, 0
# Object 8
0, 0
# Object 9
0, 0
# Object 10
0, 0
# Object 11
0, 0
# Object 12
0, 0
# Object 13
0, 0
# Object 14
0, 0
# Object 15
0, 0
# Object 16
0, 0
# Object 17
0, 0
# Object 18
0, 0
# Object 19
0, 0
# Object 20
0, 0
# Object 21
0, 0
# Object 22
0, 0
# Object 23
0, 0
# Object 24
0, 0
# Object 25
0, 0
# Object 26
0, 0
# Object 27
0, 0
# Object 28
0, 0
# Object 29
0, 0
# Object 30
0, 0
# Object 31
0, 0
# Object 32
0, 0
# Object 33
0, 0
# Object 34
0, 0
# Object 35
0, 0
# Object 36
0, 0
# Object 37
0, 0
# Object 38
0, 0
# Object 39
0, 0
# Object 40
0, 0
# Object 41
0, 0
# Object 42
0, 0
# Object 43
0, 0
# Object 44
0, 0
# Object 45
0, 0
# Object 46
0, 0
# Object 47
0, 0
# Object 48
0, 0
# Object 49
0, 0
# Object 50
0, 0
# Object 51
0, 0
# Object 52
0, 0
# Object 53
0, 0
# Object 54
0, 0
# Object 55
0, 0
# Object 56
0, 0
# Object 57
0, 0
# Object 58
0, 0
# Object 59
0, 0
# Object 60
0, 0
# Object 61
0, 0
# Object 62
0, 0
# Object 63
0, 0
# Object 64
0, 0
